time,Infected,Recovered,Susceptible
0.0,1.0,0.0,999.0
0.05,1.0,0.0,999.0
0.1,1.0,0.0,999.0
0.15,5.0,0.0,995.0
0.2,7.0,0.0,993.0
0.25,9.0,0.0,991.0
0.3,12.0,0.0,988.0
0.35,23.0,0.0,977.0
0.4,33.0,0.0,967.0
0.45,59.0,1.0,940.0
0.5,81.0,1.0,918.0
0.55,138.0,1.0,861.0
0.6,191.0,3.0,806.0
0.65,261.0,6.0,733.0
0.7,366.0,10.0,624.0
0.75,466.0,18.0,516.0
0.8,578.0,22.0,400.0
0.85,657.0,34.0,309.0
0.9,731.0,38.0,231.0
0.95,773.0,46.0,181.0
1.0,804.0,54.0,142.0
1.05,827.0,68.0,105.0
1.1,844.0,81.0,75.0
1.15,857.0,91.0,52.0
1.2,850.0,115.0,35.0
1.25,851.0,125.0,24.0
1.3,842.0,141.0,17.0
1.35,835.0,152.0,13.0
1.4,825.0,165.0,10.0
1.45,816.0,178.0,6.0
1.5,812.0,186.0,2.0
1.55,794.0,205.0,1.0
1.6,778.0,221.0,1.0
1.65,769.0,230.0,1.0
1.7,753.0,246.0,1.0
1.75,743.0,257.0,0.0
1.8,732.0,268.0,0.0
1.85,718.0,282.0,0.0
1.9,704.0,296.0,0.0
1.95,696.0,304.0,0.0
2.0,690.0,310.0,0.0
2.05,686.0,314.0,0.0
2.1,678.0,322.0,0.0
2.15,663.0,337.0,0.0
2.2,648.0,352.0,0.0
2.25,639.0,361.0,0.0
2.3,626.0,374.0,0.0
2.35,620.0,380.0,0.0
2.4,607.0,393.0,0.0
2.45,599.0,401.0,0.0
2.5,590.0,410.0,0.0
2.55,583.0,417.0,0.0
2.6,576.0,424.0,0.0
2.65,565.0,435.0,0.0
2.7,556.0,444.0,0.0
2.75,545.0,455.0,0.0
2.8,541.0,459.0,0.0
2.85,530.0,470.0,0.0
2.9,523.0,477.0,0.0
2.95,517.0,483.0,0.0
3.0,511.0,489.0,0.0
3.05,504.0,496.0,0.0
3.1,494.0,506.0,0.0
3.15,485.0,515.0,0.0
3.2,480.0,520.0,0.0
3.25,471.0,529.0,0.0
3.3,468.0,532.0,0.0
3.35,462.0,538.0,0.0
3.4,456.0,544.0,0.0
3.45,451.0,549.0,0.0
3.5,448.0,552.0,0.0
3.55,441.0,559.0,0.0
3.6,431.0,569.0,0.0
3.65,426.0,574.0,0.0
3.7,417.0,583.0,0.0
3.75,404.0,596.0,0.0
3.8,393.0,607.0,0.0
3.85,389.0,611.0,0.0
3.9,386.0,614.0,0.0
3.95,381.0,619.0,0.0
4.0,373.0,627.0,0.0
4.05,367.0,633.0,0.0
4.1,364.0,636.0,0.0
4.15,355.0,645.0,0.0
4.2,351.0,649.0,0.0
4.25,349.0,651.0,0.0
4.3,344.0,656.0,0.0
4.35,336.0,664.0,0.0
4.4,331.0,669.0,0.0
4.45,327.0,673.0,0.0
4.5,324.0,676.0,0.0
4.55,313.0,687.0,0.0
4.6,309.0,691.0,0.0
4.65,304.0,696.0,0.0
4.7,297.0,703.0,0.0
4.75,294.0,706.0,0.0
4.8,288.0,712.0,0.0
4.85,283.0,717.0,0.0
4.9,279.0,721.0,0.0
4.95,275.0,725.0,0.0
5.0,273.0,727.0,0.0
5.05,266.0,734.0,0.0
5.1,263.0,737.0,0.0
5.15,260.0,740.0,0.0
5.2,257.0,743.0,0.0
5.25,253.0,747.0,0.0
5.3,248.0,752.0,0.0
5.35,247.0,753.0,0.0
5.4,245.0,755.0,0.0
5.45,243.0,757.0,0.0
5.5,242.0,758.0,0.0
5.55,237.0,763.0,0.0
5.6,233.0,767.0,0.0
5.65,232.0,768.0,0.0
5.7,232.0,768.0,0.0
5.75,227.0,773.0,0.0
5.8,226.0,774.0,0.0
5.85,220.0,780.0,0.0
5.9,220.0,780.0,0.0
5.95,217.0,783.0,0.0
6.0,214.0,786.0,0.0
6.05,208.0,792.0,0.0
6.1,205.0,795.0,0.0
6.15,203.0,797.0,0.0
6.2,201.0,799.0,0.0
6.25,201.0,799.0,0.0
6.3,199.0,801.0,0.0
6.35,195.0,805.0,0.0
6.4,192.0,808.0,0.0
6.45,189.0,811.0,0.0
6.5,188.0,812.0,0.0
6.55,183.0,817.0,0.0
6.6,179.0,821.0,0.0
6.65,176.0,824.0,0.0
6.7,174.0,826.0,0.0
6.75,171.0,829.0,0.0
6.8,170.0,830.0,0.0
6.85,170.0,830.0,0.0
6.9,166.0,834.0,0.0
6.95,165.0,835.0,0.0
7.0,163.0,837.0,0.0
7.05,159.0,841.0,0.0
7.1,157.0,843.0,0.0
7.15,155.0,845.0,0.0
7.2,150.0,850.0,0.0
7.25,146.0,854.0,0.0
7.3,142.0,858.0,0.0
7.35,137.0,863.0,0.0
7.4,133.0,867.0,0.0
7.45,130.0,870.0,0.0
7.5,130.0,870.0,0.0
7.55,128.0,872.0,0.0
7.6,127.0,873.0,0.0
7.65,123.0,877.0,0.0
7.7,121.0,879.0,0.0
7.75,120.0,880.0,0.0
7.8,117.0,883.0,0.0
7.85,116.0,884.0,0.0
7.9,116.0,884.0,0.0
7.95,113.0,887.0,0.0
8.0,113.0,887.0,0.0
8.05,113.0,887.0,0.0
8.1,111.0,889.0,0.0
8.15,110.0,890.0,0.0
8.2,108.0,892.0,0.0
8.25,105.0,895.0,0.0
8.3,104.0,896.0,0.0
8.35,103.0,897.0,0.0
8.4,102.0,898.0,0.0
8.45,96.0,904.0,0.0
8.5,93.0,907.0,0.0
8.55,92.0,908.0,0.0
8.6,90.0,910.0,0.0
8.65,90.0,910.0,0.0
8.7,90.0,910.0,0.0
8.75,90.0,910.0,0.0
8.8,86.0,914.0,0.0
8.85,86.0,914.0,0.0
8.9,86.0,914.0,0.0
8.95,85.0,915.0,0.0
9.0,84.0,916.0,0.0
9.05,84.0,916.0,0.0
9.1,82.0,918.0,0.0
9.15,81.0,919.0,0.0
9.2,79.0,921.0,0.0
9.25,77.0,923.0,0.0
9.3,76.0,924.0,0.0
9.35,76.0,924.0,0.0
9.4,76.0,924.0,0.0
9.45,74.0,926.0,0.0
9.5,74.0,926.0,0.0
9.55,73.0,927.0,0.0
9.6,72.0,928.0,0.0
9.65,70.0,930.0,0.0
9.7,69.0,931.0,0.0
9.75,68.0,932.0,0.0
9.8,68.0,932.0,0.0
9.85,65.0,935.0,0.0
9.9,64.0,936.0,0.0
9.95,64.0,936.0,0.0
10.0,62.0,938.0,0.0
10.05,61.0,939.0,0.0
10.1,61.0,939.0,0.0
10.15,61.0,939.0,0.0
10.2,59.0,941.0,0.0
10.25,57.0,943.0,0.0
10.3,57.0,943.0,0.0
10.35,56.0,944.0,0.0
10.4,56.0,944.0,0.0
10.45,55.0,945.0,0.0
10.5,55.0,945.0,0.0
10.55,53.0,947.0,0.0
10.6,52.0,948.0,0.0
10.65,51.0,949.0,0.0
10.7,51.0,949.0,0.0
10.75,49.0,951.0,0.0
10.8,49.0,951.0,0.0
10.85,48.0,952.0,0.0
10.9,47.0,953.0,0.0
10.95,46.0,954.0,0.0
11.0,46.0,954.0,0.0
11.05,46.0,954.0,0.0
11.1,46.0,954.0,0.0
11.15,45.0,955.0,0.0
11.2,45.0,955.0,0.0
11.25,44.0,956.0,0.0
11.3,44.0,956.0,0.0
11.35,42.0,958.0,0.0
11.4,41.0,959.0,0.0
11.45,40.0,960.0,0.0
11.5,40.0,960.0,0.0
11.55,39.0,961.0,0.0
11.6,38.0,962.0,0.0
11.65,38.0,962.0,0.0
11.7,38.0,962.0,0.0
11.75,38.0,962.0,0.0
11.8,38.0,962.0,0.0
11.85,38.0,962.0,0.0
11.9,38.0,962.0,0.0
11.95,38.0,962.0,0.0
12.0,38.0,962.0,0.0
12.05,38.0,962.0,0.0
12.1,37.0,963.0,0.0
12.15,35.0,965.0,0.0
12.2,35.0,965.0,0.0
12.25,34.0,966.0,0.0
12.3,34.0,966.0,0.0
12.35,34.0,966.0,0.0
12.4,34.0,966.0,0.0
12.45,34.0,966.0,0.0
12.5,34.0,966.0,0.0
12.55,33.0,967.0,0.0
12.6,33.0,967.0,0.0
12.65,33.0,967.0,0.0
12.7,33.0,967.0,0.0
12.75,32.0,968.0,0.0
12.8,32.0,968.0,0.0
12.85,32.0,968.0,0.0
12.9,32.0,968.0,0.0
12.95,32.0,968.0,0.0
13.0,32.0,968.0,0.0
13.05,31.0,969.0,0.0
13.1,30.0,970.0,0.0
13.15,29.0,971.0,0.0
13.2,28.0,972.0,0.0
13.25,28.0,972.0,0.0
13.3,27.0,973.0,0.0
13.35,26.0,974.0,0.0
13.4,26.0,974.0,0.0
13.45,26.0,974.0,0.0
13.5,25.0,975.0,0.0
13.55,25.0,975.0,0.0
13.6,25.0,975.0,0.0
13.65,25.0,975.0,0.0
13.7,25.0,975.0,0.0
13.75,25.0,975.0,0.0
13.8,25.0,975.0,0.0
13.85,25.0,975.0,0.0
13.9,25.0,975.0,0.0
13.95,24.0,976.0,0.0
14.0,23.0,977.0,0.0
14.05,23.0,977.0,0.0
14.1,22.0,978.0,0.0
14.15,22.0,978.0,0.0
14.2,21.0,979.0,0.0
14.25,21.0,979.0,0.0
14.3,21.0,979.0,0.0
14.35,21.0,979.0,0.0
14.4,21.0,979.0,0.0
14.45,21.0,979.0,0.0
14.5,21.0,979.0,0.0
14.55,21.0,979.0,0.0
14.6,21.0,979.0,0.0
14.65,21.0,979.0,0.0
14.7,21.0,979.0,0.0
14.75,20.0,980.0,0.0
14.8,20.0,980.0,0.0
14.85,20.0,980.0,0.0
14.9,19.0,981.0,0.0
14.95,19.0,981.0,0.0
15.0,19.0,981.0,0.0
15.05,19.0,981.0,0.0
15.1,19.0,981.0,0.0
15.15,19.0,981.0,0.0
15.2,19.0,981.0,0.0
15.25,19.0,981.0,0.0
15.3,19.0,981.0,0.0
15.35,19.0,981.0,0.0
15.4,19.0,981.0,0.0
15.45,18.0,982.0,0.0
15.5,18.0,982.0,0.0
15.55,18.0,982.0,0.0
15.6,18.0,982.0,0.0
15.65,18.0,982.0,0.0
15.7,18.0,982.0,0.0
15.75,17.0,983.0,0.0
15.8,17.0,983.0,0.0
15.85,17.0,983.0,0.0
15.9,16.0,984.0,0.0
15.95,16.0,984.0,0.0
16.0,16.0,984.0,0.0
16.05,16.0,984.0,0.0
16.1,14.0,986.0,0.0
16.15,13.0,987.0,0.0
16.2,13.0,987.0,0.0
16.25,13.0,987.0,0.0
16.3,13.0,987.0,0.0
16.35,13.0,987.0,0.0
16.4,13.0,987.0,0.0
16.45,13.0,987.0,0.0
16.5,13.0,987.0,0.0
16.55,13.0,987.0,0.0
16.6,13.0,987.0,0.0
16.65,13.0,987.0,0.0
16.7,13.0,987.0,0.0
16.75,13.0,987.0,0.0
16.8,12.0,988.0,0.0
16.85,11.0,989.0,0.0
16.9,11.0,989.0,0.0
16.95,11.0,989.0,0.0
17.0,11.0,989.0,0.0
17.05,11.0,989.0,0.0
17.1,10.0,990.0,0.0
17.15,9.0,991.0,0.0
17.2,9.0,991.0,0.0
17.25,9.0,991.0,0.0
17.3,9.0,991.0,0.0
17.35,9.0,991.0,0.0
17.4,9.0,991.0,0.0
17.45,9.0,991.0,0.0
17.5,9.0,991.0,0.0
17.55,9.0,991.0,0.0
17.6,9.0,991.0,0.0
17.65,9.0,991.0,0.0
17.7,9.0,991.0,0.0
17.75,9.0,991.0,0.0
17.8,9.0,991.0,0.0
17.85,8.0,992.0,0.0
17.9,8.0,992.0,0.0
17.95,8.0,992.0,0.0
18.0,8.0,992.0,0.0
18.05,8.0,992.0,0.0
18.1,8.0,992.0,0.0
18.15,8.0,992.0,0.0
18.2,7.0,993.0,0.0
18.25,7.0,993.0,0.0
18.3,7.0,993.0,0.0
18.35,6.0,994.0,0.0
18.4,6.0,994.0,0.0
18.45,6.0,994.0,0.0
18.5,5.0,995.0,0.0
18.55,5.0,995.0,0.0
18.6,5.0,995.0,0.0
18.65,5.0,995.0,0.0
18.7,5.0,995.0,0.0
18.75,5.0,995.0,0.0
18.8,5.0,995.0,0.0
18.85,5.0,995.0,0.0
18.9,5.0,995.0,0.0
18.95,5.0,995.0,0.0
19.0,5.0,995.0,0.0
19.05,5.0,995.0,0.0
19.1,5.0,995.0,0.0
19.15,5.0,995.0,0.0
19.2,5.0,995.0,0.0
19.25,5.0,995.0,0.0
19.3,5.0,995.0,0.0
19.35,5.0,995.0,0.0
19.4,5.0,995.0,0.0
19.45,5.0,995.0,0.0
19.5,5.0,995.0,0.0
19.55,5.0,995.0,0.0
19.6,5.0,995.0,0.0
19.65,5.0,995.0,0.0
19.7,4.0,996.0,0.0
19.75,4.0,996.0,0.0
19.8,4.0,996.0,0.0
19.85,4.0,996.0,0.0
19.9,4.0,996.0,0.0
19.95,3.0,997.0,0.0
20.0,3.0,997.0,0.0
