time,Infected,Recovered,Susceptible
0.0,1.0,0.0,999.0
0.05,1.0,0.0,999.0
0.1,1.0,0.0,999.0
0.15,1.0,0.0,999.0
0.2,3.0,0.0,997.0
0.25,3.0,0.0,997.0
0.3,4.0,0.0,996.0
0.35,8.0,0.0,992.0
0.4,9.0,0.0,991.0
0.45,14.0,0.0,986.0
0.5,27.0,0.0,973.0
0.55,40.0,0.0,960.0
0.6,57.0,0.0,943.0
0.65,77.0,1.0,922.0
0.7,127.0,1.0,872.0
0.75,172.0,1.0,827.0
0.8,234.0,4.0,762.0
0.85,321.0,6.0,673.0
0.9,405.0,13.0,582.0
0.95,494.0,17.0,489.0
1.0,594.0,23.0,383.0
1.05,674.0,28.0,298.0
1.1,736.0,42.0,222.0
1.15,789.0,51.0,160.0
1.2,826.0,65.0,109.0
1.25,839.0,80.0,81.0
1.3,850.0,87.0,63.0
1.35,856.0,100.0,44.0
1.4,866.0,110.0,24.0
1.45,855.0,130.0,15.0
1.5,847.0,141.0,12.0
1.55,842.0,148.0,10.0
1.6,829.0,165.0,6.0
1.65,813.0,184.0,3.0
1.7,804.0,193.0,3.0
1.75,789.0,208.0,3.0
1.8,783.0,216.0,1.0
1.85,772.0,227.0,1.0
1.9,766.0,233.0,1.0
1.95,763.0,237.0,0.0
2.0,751.0,249.0,0.0
2.05,743.0,257.0,0.0
2.1,728.0,272.0,0.0
2.15,719.0,281.0,0.0
2.2,709.0,291.0,0.0
2.25,698.0,302.0,0.0
2.3,684.0,316.0,0.0
2.35,677.0,323.0,0.0
2.4,669.0,331.0,0.0
2.45,660.0,340.0,0.0
2.5,652.0,348.0,0.0
2.55,644.0,356.0,0.0
2.6,626.0,374.0,0.0
2.65,619.0,381.0,0.0
2.7,610.0,390.0,0.0
2.75,604.0,396.0,0.0
2.8,597.0,403.0,0.0
2.85,593.0,407.0,0.0
2.9,580.0,420.0,0.0
2.95,570.0,430.0,0.0
3.0,555.0,445.0,0.0
3.05,540.0,460.0,0.0
3.1,526.0,474.0,0.0
3.15,516.0,484.0,0.0
3.2,509.0,491.0,0.0
3.25,503.0,497.0,0.0
3.3,498.0,502.0,0.0
3.35,488.0,512.0,0.0
3.4,483.0,517.0,0.0
3.45,473.0,527.0,0.0
3.5,465.0,535.0,0.0
3.55,456.0,544.0,0.0
3.6,449.0,551.0,0.0
3.65,445.0,555.0,0.0
3.7,439.0,561.0,0.0
3.75,431.0,569.0,0.0
3.8,424.0,576.0,0.0
3.85,415.0,585.0,0.0
3.9,410.0,590.0,0.0
3.95,407.0,593.0,0.0
4.0,401.0,599.0,0.0
4.05,397.0,603.0,0.0
4.1,385.0,615.0,0.0
4.15,381.0,619.0,0.0
4.2,375.0,625.0,0.0
4.25,371.0,629.0,0.0
4.3,371.0,629.0,0.0
4.35,366.0,634.0,0.0
4.4,359.0,641.0,0.0
4.45,354.0,646.0,0.0
4.5,352.0,648.0,0.0
4.55,345.0,655.0,0.0
4.6,341.0,659.0,0.0
4.65,339.0,661.0,0.0
4.7,331.0,669.0,0.0
4.75,323.0,677.0,0.0
4.8,320.0,680.0,0.0
4.85,315.0,685.0,0.0
4.9,311.0,689.0,0.0
4.95,308.0,692.0,0.0
5.0,302.0,698.0,0.0
5.05,296.0,704.0,0.0
5.1,292.0,708.0,0.0
5.15,290.0,710.0,0.0
5.2,287.0,713.0,0.0
5.25,284.0,716.0,0.0
5.3,281.0,719.0,0.0
5.35,274.0,726.0,0.0
5.4,269.0,731.0,0.0
5.45,263.0,737.0,0.0
5.5,259.0,741.0,0.0
5.55,253.0,747.0,0.0
5.6,250.0,750.0,0.0
5.65,248.0,752.0,0.0
5.7,245.0,755.0,0.0
5.75,242.0,758.0,0.0
5.8,238.0,762.0,0.0
5.85,234.0,766.0,0.0
5.9,233.0,767.0,0.0
5.95,229.0,771.0,0.0
6.0,224.0,776.0,0.0
6.05,220.0,780.0,0.0
6.1,216.0,784.0,0.0
6.15,212.0,788.0,0.0
6.2,205.0,795.0,0.0
6.25,202.0,798.0,0.0
6.3,199.0,801.0,0.0
6.35,197.0,803.0,0.0
6.4,194.0,806.0,0.0
6.45,191.0,809.0,0.0
6.5,187.0,813.0,0.0
6.55,184.0,816.0,0.0
6.6,181.0,819.0,0.0
6.65,179.0,821.0,0.0
6.7,173.0,827.0,0.0
6.75,172.0,828.0,0.0
6.8,170.0,830.0,0.0
6.85,168.0,832.0,0.0
6.9,165.0,835.0,0.0
6.95,165.0,835.0,0.0
7.0,160.0,840.0,0.0
7.05,159.0,841.0,0.0
7.1,157.0,843.0,0.0
7.15,156.0,844.0,0.0
7.2,154.0,846.0,0.0
7.25,153.0,847.0,0.0
7.3,152.0,848.0,0.0
7.35,150.0,850.0,0.0
7.4,147.0,853.0,0.0
7.45,146.0,854.0,0.0
7.5,146.0,854.0,0.0
7.55,145.0,855.0,0.0
7.6,144.0,856.0,0.0
7.65,143.0,857.0,0.0
7.7,142.0,858.0,0.0
7.75,141.0,859.0,0.0
7.8,139.0,861.0,0.0
7.85,137.0,863.0,0.0
7.9,137.0,863.0,0.0
7.95,132.0,868.0,0.0
8.0,129.0,871.0,0.0
8.05,129.0,871.0,0.0
8.1,126.0,874.0,0.0
8.15,124.0,876.0,0.0
8.2,123.0,877.0,0.0
8.25,120.0,880.0,0.0
8.3,120.0,880.0,0.0
8.35,115.0,885.0,0.0
8.4,113.0,887.0,0.0
8.45,113.0,887.0,0.0
8.5,112.0,888.0,0.0
8.55,111.0,889.0,0.0
8.6,108.0,892.0,0.0
8.65,107.0,893.0,0.0
8.7,103.0,897.0,0.0
8.75,101.0,899.0,0.0
8.8,100.0,900.0,0.0
8.85,99.0,901.0,0.0
8.9,97.0,903.0,0.0
8.95,97.0,903.0,0.0
9.0,96.0,904.0,0.0
9.05,91.0,909.0,0.0
9.1,91.0,909.0,0.0
9.15,90.0,910.0,0.0
9.2,90.0,910.0,0.0
9.25,85.0,915.0,0.0
9.3,84.0,916.0,0.0
9.35,84.0,916.0,0.0
9.4,82.0,918.0,0.0
9.45,80.0,920.0,0.0
9.5,79.0,921.0,0.0
9.55,79.0,921.0,0.0
9.6,78.0,922.0,0.0
9.65,78.0,922.0,0.0
9.7,76.0,924.0,0.0
9.75,75.0,925.0,0.0
9.8,74.0,926.0,0.0
9.85,74.0,926.0,0.0
9.9,74.0,926.0,0.0
9.95,73.0,927.0,0.0
10.0,71.0,929.0,0.0
10.05,71.0,929.0,0.0
10.1,71.0,929.0,0.0
10.15,71.0,929.0,0.0
10.2,70.0,930.0,0.0
10.25,70.0,930.0,0.0
10.3,66.0,934.0,0.0
10.35,65.0,935.0,0.0
10.4,65.0,935.0,0.0
10.45,65.0,935.0,0.0
10.5,64.0,936.0,0.0
10.55,64.0,936.0,0.0
10.6,64.0,936.0,0.0
10.65,63.0,937.0,0.0
10.7,62.0,938.0,0.0
10.75,61.0,939.0,0.0
10.8,61.0,939.0,0.0
10.85,60.0,940.0,0.0
10.9,58.0,942.0,0.0
10.95,58.0,942.0,0.0
11.0,58.0,942.0,0.0
11.05,58.0,942.0,0.0
11.1,58.0,942.0,0.0
11.15,57.0,943.0,0.0
11.2,55.0,945.0,0.0
11.25,55.0,945.0,0.0
11.3,52.0,948.0,0.0
11.35,50.0,950.0,0.0
11.4,48.0,952.0,0.0
11.45,48.0,952.0,0.0
11.5,45.0,955.0,0.0
11.55,45.0,955.0,0.0
11.6,45.0,955.0,0.0
11.65,42.0,958.0,0.0
11.7,41.0,959.0,0.0
11.75,40.0,960.0,0.0
11.8,39.0,961.0,0.0
11.85,39.0,961.0,0.0
11.9,39.0,961.0,0.0
11.95,38.0,962.0,0.0
12.0,38.0,962.0,0.0
12.05,37.0,963.0,0.0
12.1,37.0,963.0,0.0
12.15,37.0,963.0,0.0
12.2,37.0,963.0,0.0
12.25,37.0,963.0,0.0
12.3,35.0,965.0,0.0
12.35,34.0,966.0,0.0
12.4,34.0,966.0,0.0
12.45,34.0,966.0,0.0
12.5,34.0,966.0,0.0
12.55,34.0,966.0,0.0
12.6,34.0,966.0,0.0
12.65,34.0,966.0,0.0
12.7,34.0,966.0,0.0
12.75,34.0,966.0,0.0
12.8,33.0,967.0,0.0
12.85,32.0,968.0,0.0
12.9,31.0,969.0,0.0
12.95,30.0,970.0,0.0
13.0,29.0,971.0,0.0
13.05,29.0,971.0,0.0
13.1,29.0,971.0,0.0
13.15,29.0,971.0,0.0
13.2,29.0,971.0,0.0
13.25,29.0,971.0,0.0
13.3,29.0,971.0,0.0
13.35,28.0,972.0,0.0
13.4,28.0,972.0,0.0
13.45,27.0,973.0,0.0
13.5,24.0,976.0,0.0
13.55,24.0,976.0,0.0
13.6,23.0,977.0,0.0
13.65,22.0,978.0,0.0
13.7,22.0,978.0,0.0
13.75,21.0,979.0,0.0
13.8,21.0,979.0,0.0
13.85,21.0,979.0,0.0
13.9,20.0,980.0,0.0
13.95,20.0,980.0,0.0
14.0,19.0,981.0,0.0
14.05,19.0,981.0,0.0
14.1,19.0,981.0,0.0
14.15,19.0,981.0,0.0
14.2,19.0,981.0,0.0
14.25,19.0,981.0,0.0
14.3,19.0,981.0,0.0
14.35,19.0,981.0,0.0
14.4,19.0,981.0,0.0
14.45,19.0,981.0,0.0
14.5,18.0,982.0,0.0
14.55,15.0,985.0,0.0
14.6,15.0,985.0,0.0
14.65,15.0,985.0,0.0
14.7,14.0,986.0,0.0
14.75,14.0,986.0,0.0
14.8,14.0,986.0,0.0
14.85,14.0,986.0,0.0
14.9,14.0,986.0,0.0
14.95,14.0,986.0,0.0
15.0,14.0,986.0,0.0
15.05,14.0,986.0,0.0
15.1,14.0,986.0,0.0
15.15,14.0,986.0,0.0
15.2,14.0,986.0,0.0
15.25,14.0,986.0,0.0
15.3,14.0,986.0,0.0
15.35,14.0,986.0,0.0
15.4,14.0,986.0,0.0
15.45,14.0,986.0,0.0
15.5,14.0,986.0,0.0
15.55,14.0,986.0,0.0
15.6,14.0,986.0,0.0
15.65,14.0,986.0,0.0
15.7,14.0,986.0,0.0
15.75,14.0,986.0,0.0
15.8,14.0,986.0,0.0
15.85,14.0,986.0,0.0
15.9,13.0,987.0,0.0
15.95,13.0,987.0,0.0
16.0,13.0,987.0,0.0
16.05,13.0,987.0,0.0
16.1,13.0,987.0,0.0
16.15,13.0,987.0,0.0
16.2,13.0,987.0,0.0
16.25,13.0,987.0,0.0
16.3,13.0,987.0,0.0
16.35,13.0,987.0,0.0
16.4,12.0,988.0,0.0
16.45,12.0,988.0,0.0
16.5,12.0,988.0,0.0
16.55,12.0,988.0,0.0
16.6,12.0,988.0,0.0
16.65,12.0,988.0,0.0
16.7,12.0,988.0,0.0
16.75,12.0,988.0,0.0
16.8,12.0,988.0,0.0
16.85,11.0,989.0,0.0
16.9,11.0,989.0,0.0
16.95,11.0,989.0,0.0
17.0,11.0,989.0,0.0
17.05,10.0,990.0,0.0
17.1,10.0,990.0,0.0
17.15,10.0,990.0,0.0
17.2,10.0,990.0,0.0
17.25,9.0,991.0,0.0
17.3,9.0,991.0,0.0
17.35,9.0,991.0,0.0
17.4,9.0,991.0,0.0
17.45,8.0,992.0,0.0
17.5,8.0,992.0,0.0
17.55,8.0,992.0,0.0
17.6,8.0,992.0,0.0
17.65,8.0,992.0,0.0
17.7,8.0,992.0,0.0
17.75,8.0,992.0,0.0
17.8,8.0,992.0,0.0
17.85,8.0,992.0,0.0
17.9,8.0,992.0,0.0
17.95,8.0,992.0,0.0
18.0,8.0,992.0,0.0
18.05,8.0,992.0,0.0
18.1,8.0,992.0,0.0
18.15,7.0,993.0,0.0
18.2,7.0,993.0,0.0
18.25,7.0,993.0,0.0
18.3,6.0,994.0,0.0
18.35,6.0,994.0,0.0
18.4,6.0,994.0,0.0
18.45,5.0,995.0,0.0
18.5,5.0,995.0,0.0
18.55,5.0,995.0,0.0
18.6,5.0,995.0,0.0
18.65,5.0,995.0,0.0
18.7,5.0,995.0,0.0
18.75,4.0,996.0,0.0
18.8,4.0,996.0,0.0
18.85,4.0,996.0,0.0
18.9,4.0,996.0,0.0
18.95,4.0,996.0,0.0
19.0,4.0,996.0,0.0
19.05,4.0,996.0,0.0
19.1,4.0,996.0,0.0
19.15,4.0,996.0,0.0
19.2,4.0,996.0,0.0
19.25,4.0,996.0,0.0
19.3,3.0,997.0,0.0
19.35,3.0,997.0,0.0
19.4,3.0,997.0,0.0
19.45,2.0,998.0,0.0
19.5,2.0,998.0,0.0
19.55,2.0,998.0,0.0
19.6,2.0,998.0,0.0
19.65,2.0,998.0,0.0
19.7,2.0,998.0,0.0
19.75,2.0,998.0,0.0
19.8,1.0,999.0,0.0
19.85,0.0,1000.0,0.0
19.9,0.0,1000.0,0.0
19.95,0.0,1000.0,0.0
20.0,0.0,1000.0,0.0
