beta,gamma,Susceptible,Infected,Recovered
0.00415,0.15,98349.92044375003,62038.838775000004,103763.1506
0.00415,0.18,93034.39577500001,58595.04484375,111200.504375
0.00415,0.20999999999999996,96777.7375,56439.83809999999,115344.80249375
0.00415,0.23999999999999996,129267.339375,52782.38074375,129772.25
0.00415,0.26999999999999996,98828.12394375002,49504.84169374999,122770.21377500001
0.00415,0.29999999999999993,147837.604775,46682.71569375001,148640.06349375
0.00415,0.32999999999999996,92139.95490000003,42989.556775000005,121195.845
0.00415,0.35999999999999993,107410.31359375,40687.8716,131610.0294
0.00415,0.3899999999999999,92975.22984375,37564.76777500001,121873.54609375
0.00415,0.41999999999999993,94785.92377499997,35517.27594374999,122516.78249375001
0.00415,0.44999999999999996,94935.123975,33155.259943749996,122509.11197500002
0.00498,0.15,83727.15069375,63670.922975,96199.097775
0.00498,0.18,71952.6306,60613.472975000004,102367.44359375
0.00498,0.20999999999999996,71722.815975,59922.464975,108102.66969375
0.00498,0.23999999999999996,87392.94440000001,56060.28449375,116625.84724375
0.00498,0.26999999999999996,84753.823775,51997.454775,113974.729375
0.00498,0.29999999999999993,86422.10494375002,48735.043099999995,118189.4451
0.00498,0.32999999999999996,83680.57477499999,48058.24744375,113877.0159
0.00498,0.35999999999999993,99748.87769375001,44444.35510000001,124296.308975
0.00498,0.3899999999999999,72283.52624374999,41300.04149375,107952.35249375
0.00498,0.41999999999999993,87506.78749375,39389.734975,115976.37484375
0.00498,0.44999999999999996,96620.51319375,37326.411193750006,123302.85874375001
0.005809999999999999,0.15,74954.09619375001,63095.245599999995,96994.97109375
0.005809999999999999,0.18,85428.06,62883.225,109122.29
0.005809999999999999,0.20999999999999996,81773.75244374998,62860.74109375001,109566.20984375
0.005809999999999999,0.23999999999999996,83939.839375,59509.31674375,111708.3986
0.005809999999999999,0.26999999999999996,74101.5114,56218.10344375001,107418.76119374998
0.005809999999999999,0.29999999999999993,74135.84709999997,53089.41919375001,107518.14039999999
0.005809999999999999,0.32999999999999996,73694.945975,49452.813743750005,107050.20769375
0.005809999999999999,0.35999999999999993,88031.90109375,46508.75597499999,116422.555
0.005809999999999999,0.3899999999999999,63749.27519375,43770.713775000004,100866.449375
0.005809999999999999,0.41999999999999993,77301.11419374999,40973.15859375,107911.75297500001
0.005809999999999999,0.44999999999999996,85466.46297499999,38202.95449375,114939.04419375
0.006639999999999999,0.15,60385.59194374999,64068.729493750005,92094.580975
0.006639999999999999,0.18,66588.5621,63766.846900000004,99538.69944375
0.006639999999999999,0.20999999999999996,69133.52877499998,64119.16540000001,103377.89624375
0.006639999999999999,0.23999999999999996,59523.93990000001,58249.347975,98844.15077499999
0.006639999999999999,0.26999999999999996,70954.18577499998,54294.085975,105248.49649374999
0.006639999999999999,0.29999999999999993,59102.52234375001,50707.8675,98131.955
0.006639999999999999,0.32999999999999996,62158.1751,47896.81774375,100450.65444375001
0.006639999999999999,0.35999999999999993,58060.88577499999,44659.79699375,96428.79619375
0.006639999999999999,0.3899999999999999,90134.81749999998,42345.292943750006,115283.63694375001
0.006639999999999999,0.41999999999999993,90081.9249,39982.80444375,115020.670975
0.006639999999999999,0.44999999999999996,89740.77969374998,37837.566399999996,114616.54819375003
0.007469999999999999,0.15,70819.80660000001,63499.88819375001,93929.495775
0.007469999999999999,0.18,51739.9694,63399.33019374999,94829.04919374999
0.007469999999999999,0.20999999999999996,55473.80109375001,62635.994375,92722.88877500001
0.007469999999999999,0.23999999999999996,55629.049375,58601.07294375,95779.43874375001
0.007469999999999999,0.26999999999999996,57609.051899999984,55094.90449375,98104.75234375
0.007469999999999999,0.29999999999999993,53382.69144375001,51664.244993750006,94581.24099375002
0.007469999999999999,0.32999999999999996,56110.34869374999,48732.71759999999,96217.71199375
0.007469999999999999,0.35999999999999993,48241.02390000002,45913.5289,89665.29719375
0.007469999999999999,0.3899999999999999,81843.84869375,43181.9886,109309.47094374997
0.007469999999999999,0.41999999999999993,81597.34719375003,40856.735975,108883.01549374998
0.007469999999999999,0.44999999999999996,81358.41349374999,38766.60469375001,107987.05644375
0.008299999999999998,0.15,56207.85610000001,63265.66984375001,88474.20190000001
0.008299999999999998,0.18,53219.11949374999,63434.482775,94191.05219374999
0.008299999999999998,0.20999999999999996,54762.562775000006,61896.38944374999,93189.70289999999
