beta,gamma,Susceptible,Infected,Recovered
0.00415,0.15,0.0,95.3,95.3
0.00415,0.18,0.0,23.41,23.410000000000004
0.00415,0.20999999999999996,47405.047499999986,60.040000000000006,45407.1475
0.00415,0.23999999999999996,89820.09000000001,37.3475,87669.6275
0.00415,0.26999999999999996,47405.047499999986,6.9475,46717.689999999995
0.00415,0.29999999999999993,89820.09000000001,4.9,89025.79000000001
0.00415,0.32999999999999996,47405.047499999986,2.3100000000000005,47137.6275
0.00415,0.35999999999999993,47405.04749999999,1.1099999999999999,47276.2875
0.00415,0.3899999999999999,127245.12749999999,0.6275,127050.95
0.00415,0.41999999999999993,127245.12749999999,0.6400000000000001,127125.8875
0.00415,0.44999999999999996,89810.14749999999,0.51,89750.6875
0.00498,0.15,0.0,54.34749999999999,54.34750000000001
0.00498,0.18,0.0,34.010000000000005,34.00999999999999
0.00498,0.20999999999999996,0.0,25.75,25.75
0.00498,0.23999999999999996,47405.047499999986,18.36,46344.4875
0.00498,0.26999999999999996,127245.12749999999,11.247499999999999,125593.04
0.00498,0.29999999999999993,47405.047499999986,4.6875,47035.11
0.00498,0.32999999999999996,89730.22749999998,1.8900000000000001,89312.7475
0.00498,0.35999999999999993,47310.19,1.65,47162.14
0.00498,0.3899999999999999,187050.3099999999,0.95,186801.56
0.00498,0.41999999999999993,89730.22749999998,0.6400000000000001,89650.9875
0.00498,0.44999999999999996,159600.2875,0.1275,159540.49000000002
0.005809999999999999,0.15,0.0,92.64000000000001,92.64000000000001
0.005809999999999999,0.18,47405.047499999986,95.82750000000001,44219.159999999996
0.005809999999999999,0.20999999999999996,0.0,17.347500000000004,17.347500000000004
0.005809999999999999,0.23999999999999996,89820.09000000001,24.747499999999995,87736.94750000001
0.005809999999999999,0.26999999999999996,0.0,8.010000000000002,8.01
0.005809999999999999,0.29999999999999993,127160.26000000001,5.6875,126042.44749999998
0.005809999999999999,0.32999999999999996,89730.22749999998,1.8900000000000001,89312.7475
0.005809999999999999,0.35999999999999993,47310.19,1.65,47162.14
0.005809999999999999,0.3899999999999999,187050.3099999999,0.95,186801.56
0.005809999999999999,0.41999999999999993,89730.22749999998,0.6400000000000001,89650.9875
0.005809999999999999,0.44999999999999996,159600.2875,0.1275,159540.49000000002
0.006639999999999999,0.15,0.0,95.7475,95.74750000000002
0.006639999999999999,0.18,0.0,28.027500000000003,28.027499999999996
0.006639999999999999,0.20999999999999996,47310.19,32.0,45445.990000000005
0.006639999999999999,0.23999999999999996,47405.047499999986,9.91,46445.9275
0.006639999999999999,0.26999999999999996,0.0,6.659999999999999,6.660000000000001
0.006639999999999999,0.29999999999999993,0.0,2.99,2.9900000000000007
0.006639999999999999,0.32999999999999996,127160.26000000001,1.9274999999999998,126667.8475
0.006639999999999999,0.35999999999999993,47405.047499999986,0.8275,47290.990000000005
0.006639999999999999,0.3899999999999999,187050.30999999994,0.55,186801.16
0.006639999999999999,0.41999999999999993,159600.2875,0.3275,159460.79000000004
0.006639999999999999,0.44999999999999996,159600.2875,0.20999999999999996,159480.64749999996
0.007469999999999999,0.15,0.0,75.84,75.84
0.007469999999999999,0.18,0.0,31.1875,31.1875
0.007469999999999999,0.20999999999999996,0.0,21.0475,21.047500000000003
0.007469999999999999,0.23999999999999996,0.0,5.0875,5.0875
0.007469999999999999,0.26999999999999996,47405.047499999986,6.847500000000001,46807.5
0.007469999999999999,0.29999999999999993,47405.04749999999,2.9400000000000004,47068.3275
0.007469999999999999,0.32999999999999996,89730.22749999998,2.4600000000000004,89373.22750000001
0.007469999999999999,0.35999999999999993,47405.047499999986,0.76,47285.9275
0.007469999999999999,0.3899999999999999,159600.2875,0.35,159400.8875
0.007469999999999999,0.41999999999999993,159600.2875,0.3275,159460.79000000004
0.007469999999999999,0.44999999999999996,159600.2875,0.20999999999999996,159480.64749999996
0.008299999999999998,0.15,0.0,62.7275,62.7275
0.008299999999999998,0.18,0.0,29.1875,29.1875
0.008299999999999998,0.20999999999999996,0.0,13.060000000000002,13.060000000000002
0.008299999999999998,0.23999999999999996,47405.047499999986,10.627500000000001,46451.64000000001
0.008299999999999998,0.26999999999999996,0.0,5.85,5.85
0.008299999999999998,0.29999999999999993,0.0,3.7400000000000007,3.7400000000000007
0.008299999999999998,0.32999999999999996,0.0,1.4274999999999998,1.4275000000000002
0.008299999999999998,0.35999999999999993,47405.047499999986,0.9475,47311.090000000004
0.008299999999999998,0.3899999999999999,89820.09000000001,1.0275,89651.2875
0.008299999999999998,0.41999999999999993,47405.047499999986,0.44000000000000006,47365.52750000001
