time,Infected,Recovered,Susceptible
0.0,1.0,0.0,999.0
0.05,1.0,0.0,999.0
0.1,1.0,0.0,999.0
0.15,1.0,0.0,999.0
0.2,2.0,0.0,998.0
0.25,2.0,0.0,998.0
0.3,2.0,0.0,998.0
0.35,2.0,0.0,998.0
0.4,2.0,0.0,998.0
0.45,2.0,0.0,998.0
0.5,2.0,0.0,998.0
0.55,4.0,0.0,996.0
0.6,6.0,0.0,994.0
0.65,11.0,0.0,989.0
0.7,17.0,0.0,983.0
0.75,26.0,1.0,973.0
0.8,34.0,2.0,964.0
0.85,50.0,3.0,947.0
0.9,72.0,3.0,925.0
0.95,105.0,4.0,891.0
1.0,163.0,5.0,832.0
1.05,220.0,8.0,772.0
1.1,286.0,14.0,700.0
1.15,365.0,18.0,617.0
1.2,461.0,22.0,517.0
1.25,560.0,27.0,413.0
1.3,653.0,32.0,315.0
1.35,720.0,39.0,241.0
1.4,766.0,52.0,182.0
1.45,798.0,65.0,137.0
1.5,832.0,74.0,94.0
1.55,851.0,85.0,64.0
1.6,862.0,96.0,42.0
1.65,872.0,105.0,23.0
1.7,865.0,118.0,17.0
1.75,863.0,129.0,8.0
1.8,854.0,140.0,6.0
1.85,849.0,149.0,2.0
1.9,840.0,158.0,2.0
1.95,828.0,171.0,1.0
2.0,819.0,180.0,1.0
2.05,808.0,191.0,1.0
2.1,795.0,204.0,1.0
2.15,782.0,217.0,1.0
2.2,770.0,229.0,1.0
2.25,756.0,243.0,1.0
2.3,747.0,252.0,1.0
2.35,730.0,269.0,1.0
2.4,721.0,278.0,1.0
2.45,709.0,290.0,1.0
2.5,700.0,299.0,1.0
2.55,688.0,312.0,0.0
2.6,677.0,323.0,0.0
2.65,670.0,330.0,0.0
2.7,661.0,339.0,0.0
2.75,651.0,349.0,0.0
2.8,642.0,358.0,0.0
2.85,634.0,366.0,0.0
2.9,622.0,378.0,0.0
2.95,613.0,387.0,0.0
3.0,604.0,396.0,0.0
3.05,597.0,403.0,0.0
3.1,589.0,411.0,0.0
3.15,580.0,420.0,0.0
3.2,569.0,431.0,0.0
3.25,558.0,442.0,0.0
3.3,549.0,451.0,0.0
3.35,539.0,461.0,0.0
3.4,533.0,467.0,0.0
3.45,526.0,474.0,0.0
3.5,520.0,480.0,0.0
3.55,510.0,490.0,0.0
3.6,501.0,499.0,0.0
3.65,496.0,504.0,0.0
3.7,494.0,506.0,0.0
3.75,483.0,517.0,0.0
3.8,476.0,524.0,0.0
3.85,462.0,538.0,0.0
3.9,454.0,546.0,0.0
3.95,448.0,552.0,0.0
4.0,442.0,558.0,0.0
4.05,437.0,563.0,0.0
4.1,429.0,571.0,0.0
4.15,421.0,579.0,0.0
4.2,418.0,582.0,0.0
4.25,414.0,586.0,0.0
4.3,411.0,589.0,0.0
4.35,410.0,590.0,0.0
4.4,407.0,593.0,0.0
4.45,400.0,600.0,0.0
4.5,394.0,606.0,0.0
4.55,389.0,611.0,0.0
4.6,384.0,616.0,0.0
4.65,379.0,621.0,0.0
4.7,373.0,627.0,0.0
4.75,365.0,635.0,0.0
4.8,357.0,643.0,0.0
4.85,349.0,651.0,0.0
4.9,343.0,657.0,0.0
4.95,339.0,661.0,0.0
5.0,331.0,669.0,0.0
5.05,327.0,673.0,0.0
5.1,321.0,679.0,0.0
5.15,315.0,685.0,0.0
5.2,310.0,690.0,0.0
5.25,307.0,693.0,0.0
5.3,307.0,693.0,0.0
5.35,301.0,699.0,0.0
5.4,296.0,704.0,0.0
5.45,293.0,707.0,0.0
5.5,287.0,713.0,0.0
5.55,283.0,717.0,0.0
5.6,279.0,721.0,0.0
5.65,278.0,722.0,0.0
5.7,273.0,727.0,0.0
5.75,272.0,728.0,0.0
5.8,269.0,731.0,0.0
5.85,264.0,736.0,0.0
5.9,261.0,739.0,0.0
5.95,256.0,744.0,0.0
6.0,254.0,746.0,0.0
6.05,251.0,749.0,0.0
6.1,249.0,751.0,0.0
6.15,244.0,756.0,0.0
6.2,241.0,759.0,0.0
6.25,235.0,765.0,0.0
6.3,233.0,767.0,0.0
6.35,228.0,772.0,0.0
6.4,226.0,774.0,0.0
6.45,221.0,779.0,0.0
6.5,219.0,781.0,0.0
6.55,215.0,785.0,0.0
6.6,214.0,786.0,0.0
6.65,213.0,787.0,0.0
6.7,211.0,789.0,0.0
6.75,209.0,791.0,0.0
6.8,207.0,793.0,0.0
6.85,204.0,796.0,0.0
6.9,199.0,801.0,0.0
6.95,194.0,806.0,0.0
7.0,192.0,808.0,0.0
7.05,188.0,812.0,0.0
7.1,188.0,812.0,0.0
7.15,187.0,813.0,0.0
7.2,183.0,817.0,0.0
7.25,182.0,818.0,0.0
7.3,180.0,820.0,0.0
7.35,179.0,821.0,0.0
7.4,176.0,824.0,0.0
7.45,174.0,826.0,0.0
7.5,172.0,828.0,0.0
7.55,169.0,831.0,0.0
7.6,165.0,835.0,0.0
7.65,162.0,838.0,0.0
7.7,159.0,841.0,0.0
7.75,158.0,842.0,0.0
7.8,155.0,845.0,0.0
7.85,151.0,849.0,0.0
7.9,148.0,852.0,0.0
7.95,146.0,854.0,0.0
8.0,143.0,857.0,0.0
8.05,143.0,857.0,0.0
8.1,143.0,857.0,0.0
8.15,143.0,857.0,0.0
8.2,138.0,862.0,0.0
8.25,135.0,865.0,0.0
8.3,133.0,867.0,0.0
8.35,133.0,867.0,0.0
8.4,132.0,868.0,0.0
8.45,129.0,871.0,0.0
8.5,129.0,871.0,0.0
8.55,127.0,873.0,0.0
8.6,124.0,876.0,0.0
8.65,124.0,876.0,0.0
8.7,124.0,876.0,0.0
8.75,123.0,877.0,0.0
8.8,120.0,880.0,0.0
8.85,120.0,880.0,0.0
8.9,119.0,881.0,0.0
8.95,118.0,882.0,0.0
9.0,113.0,887.0,0.0
9.05,110.0,890.0,0.0
9.1,107.0,893.0,0.0
9.15,104.0,896.0,0.0
9.2,101.0,899.0,0.0
9.25,100.0,900.0,0.0
9.3,98.0,902.0,0.0
9.35,95.0,905.0,0.0
9.4,93.0,907.0,0.0
9.45,91.0,909.0,0.0
9.5,89.0,911.0,0.0
9.55,89.0,911.0,0.0
9.6,86.0,914.0,0.0
9.65,85.0,915.0,0.0
9.7,82.0,918.0,0.0
9.75,81.0,919.0,0.0
9.8,80.0,920.0,0.0
9.85,80.0,920.0,0.0
9.9,79.0,921.0,0.0
9.95,78.0,922.0,0.0
10.0,77.0,923.0,0.0
10.05,77.0,923.0,0.0
10.1,75.0,925.0,0.0
10.15,75.0,925.0,0.0
10.2,75.0,925.0,0.0
10.25,75.0,925.0,0.0
10.3,73.0,927.0,0.0
10.35,73.0,927.0,0.0
10.4,73.0,927.0,0.0
10.45,72.0,928.0,0.0
10.5,70.0,930.0,0.0
10.55,69.0,931.0,0.0
10.6,68.0,932.0,0.0
10.65,67.0,933.0,0.0
10.7,66.0,934.0,0.0
10.75,66.0,934.0,0.0
10.8,66.0,934.0,0.0
10.85,65.0,935.0,0.0
10.9,64.0,936.0,0.0
10.95,62.0,938.0,0.0
11.0,61.0,939.0,0.0
11.05,61.0,939.0,0.0
11.1,61.0,939.0,0.0
11.15,60.0,940.0,0.0
11.2,60.0,940.0,0.0
11.25,59.0,941.0,0.0
11.3,56.0,944.0,0.0
11.35,54.0,946.0,0.0
11.4,52.0,948.0,0.0
11.45,50.0,950.0,0.0
11.5,48.0,952.0,0.0
11.55,47.0,953.0,0.0
11.6,47.0,953.0,0.0
11.65,45.0,955.0,0.0
11.7,41.0,959.0,0.0
11.75,39.0,961.0,0.0
11.8,38.0,962.0,0.0
11.85,38.0,962.0,0.0
11.9,38.0,962.0,0.0
11.95,38.0,962.0,0.0
12.0,37.0,963.0,0.0
12.05,36.0,964.0,0.0
12.1,35.0,965.0,0.0
12.15,33.0,967.0,0.0
12.2,33.0,967.0,0.0
12.25,33.0,967.0,0.0
12.3,33.0,967.0,0.0
12.35,33.0,967.0,0.0
12.4,32.0,968.0,0.0
12.45,31.0,969.0,0.0
12.5,31.0,969.0,0.0
12.55,31.0,969.0,0.0
12.6,31.0,969.0,0.0
12.65,31.0,969.0,0.0
12.7,31.0,969.0,0.0
12.75,31.0,969.0,0.0
12.8,31.0,969.0,0.0
12.85,31.0,969.0,0.0
12.9,30.0,970.0,0.0
12.95,30.0,970.0,0.0
13.0,30.0,970.0,0.0
13.05,29.0,971.0,0.0
13.1,28.0,972.0,0.0
13.15,28.0,972.0,0.0
13.2,28.0,972.0,0.0
13.25,27.0,973.0,0.0
13.3,27.0,973.0,0.0
13.35,26.0,974.0,0.0
13.4,26.0,974.0,0.0
13.45,26.0,974.0,0.0
13.5,26.0,974.0,0.0
13.55,24.0,976.0,0.0
13.6,23.0,977.0,0.0
13.65,23.0,977.0,0.0
13.7,22.0,978.0,0.0
13.75,22.0,978.0,0.0
13.8,22.0,978.0,0.0
13.85,21.0,979.0,0.0
13.9,21.0,979.0,0.0
13.95,21.0,979.0,0.0
14.0,21.0,979.0,0.0
14.05,19.0,981.0,0.0
14.1,19.0,981.0,0.0
14.15,19.0,981.0,0.0
14.2,19.0,981.0,0.0
14.25,18.0,982.0,0.0
14.3,17.0,983.0,0.0
14.35,17.0,983.0,0.0
14.4,16.0,984.0,0.0
14.45,16.0,984.0,0.0
14.5,16.0,984.0,0.0
14.55,16.0,984.0,0.0
14.6,16.0,984.0,0.0
14.65,16.0,984.0,0.0
14.7,16.0,984.0,0.0
14.75,15.0,985.0,0.0
14.8,15.0,985.0,0.0
14.85,15.0,985.0,0.0
14.9,15.0,985.0,0.0
14.95,15.0,985.0,0.0
15.0,15.0,985.0,0.0
15.05,15.0,985.0,0.0
15.1,15.0,985.0,0.0
15.15,15.0,985.0,0.0
15.2,15.0,985.0,0.0
15.25,14.0,986.0,0.0
15.3,13.0,987.0,0.0
15.35,13.0,987.0,0.0
15.4,13.0,987.0,0.0
15.45,13.0,987.0,0.0
15.5,13.0,987.0,0.0
15.55,13.0,987.0,0.0
15.6,13.0,987.0,0.0
15.65,13.0,987.0,0.0
15.7,13.0,987.0,0.0
15.75,13.0,987.0,0.0
15.8,13.0,987.0,0.0
15.85,13.0,987.0,0.0
15.9,13.0,987.0,0.0
15.95,13.0,987.0,0.0
16.0,13.0,987.0,0.0
16.05,13.0,987.0,0.0
16.1,13.0,987.0,0.0
16.15,13.0,987.0,0.0
16.2,12.0,988.0,0.0
16.25,12.0,988.0,0.0
16.3,12.0,988.0,0.0
16.35,12.0,988.0,0.0
16.4,11.0,989.0,0.0
16.45,11.0,989.0,0.0
16.5,11.0,989.0,0.0
16.55,11.0,989.0,0.0
16.6,11.0,989.0,0.0
16.65,9.0,991.0,0.0
16.7,9.0,991.0,0.0
16.75,9.0,991.0,0.0
16.8,9.0,991.0,0.0
16.85,9.0,991.0,0.0
16.9,9.0,991.0,0.0
16.95,9.0,991.0,0.0
17.0,9.0,991.0,0.0
17.05,9.0,991.0,0.0
17.1,9.0,991.0,0.0
17.15,9.0,991.0,0.0
17.2,9.0,991.0,0.0
17.25,9.0,991.0,0.0
17.3,8.0,992.0,0.0
17.35,8.0,992.0,0.0
17.4,8.0,992.0,0.0
17.45,8.0,992.0,0.0
17.5,8.0,992.0,0.0
17.55,8.0,992.0,0.0
17.6,8.0,992.0,0.0
17.65,8.0,992.0,0.0
17.7,8.0,992.0,0.0
17.75,8.0,992.0,0.0
17.8,8.0,992.0,0.0
17.85,8.0,992.0,0.0
17.9,7.0,993.0,0.0
17.95,7.0,993.0,0.0
18.0,7.0,993.0,0.0
18.05,7.0,993.0,0.0
18.1,7.0,993.0,0.0
18.15,7.0,993.0,0.0
18.2,7.0,993.0,0.0
18.25,7.0,993.0,0.0
18.3,7.0,993.0,0.0
18.35,6.0,994.0,0.0
18.4,6.0,994.0,0.0
18.45,6.0,994.0,0.0
18.5,6.0,994.0,0.0
18.55,6.0,994.0,0.0
18.6,6.0,994.0,0.0
18.65,6.0,994.0,0.0
18.7,6.0,994.0,0.0
18.75,6.0,994.0,0.0
18.8,6.0,994.0,0.0
18.85,6.0,994.0,0.0
18.9,6.0,994.0,0.0
18.95,6.0,994.0,0.0
19.0,6.0,994.0,0.0
19.05,6.0,994.0,0.0
19.1,6.0,994.0,0.0
19.15,6.0,994.0,0.0
19.2,6.0,994.0,0.0
19.25,6.0,994.0,0.0
19.3,6.0,994.0,0.0
19.35,6.0,994.0,0.0
19.4,6.0,994.0,0.0
19.45,6.0,994.0,0.0
19.5,6.0,994.0,0.0
19.55,6.0,994.0,0.0
19.6,6.0,994.0,0.0
19.65,6.0,994.0,0.0
19.7,6.0,994.0,0.0
19.75,5.0,995.0,0.0
19.8,5.0,995.0,0.0
19.85,5.0,995.0,0.0
19.9,5.0,995.0,0.0
19.95,5.0,995.0,0.0
20.0,4.0,996.0,0.0
