time,Infected,Recovered,Susceptible
0.0,1.0,0.0,999.0
0.05,2.0,0.0,998.0
0.1,2.0,0.0,998.0
0.15,4.0,0.0,996.0
0.2,6.0,0.0,994.0
0.25,7.0,0.0,993.0
0.3,10.0,0.0,990.0
0.35,18.0,0.0,982.0
0.4,28.0,0.0,972.0
0.45,44.0,0.0,956.0
0.5,63.0,0.0,937.0
0.55,77.0,2.0,921.0
0.6,113.0,2.0,885.0
0.65,163.0,5.0,832.0
0.7,212.0,11.0,777.0
0.75,305.0,14.0,681.0
0.8,392.0,17.0,591.0
0.85,486.0,22.0,492.0
0.9,552.0,42.0,406.0
0.95,618.0,54.0,328.0
1.0,684.0,67.0,249.0
1.05,740.0,79.0,181.0
1.1,786.0,87.0,127.0
1.15,805.0,101.0,94.0
1.2,809.0,119.0,72.0
1.25,813.0,131.0,56.0
1.3,818.0,139.0,43.0
1.35,818.0,153.0,29.0
1.4,811.0,167.0,22.0
1.45,801.0,180.0,19.0
1.5,791.0,196.0,13.0
1.55,779.0,210.0,11.0
1.6,767.0,223.0,10.0
1.65,764.0,228.0,8.0
1.7,751.0,243.0,6.0
1.75,746.0,251.0,3.0
1.8,738.0,259.0,3.0
1.85,732.0,266.0,2.0
1.9,726.0,272.0,2.0
1.95,717.0,282.0,1.0
2.0,708.0,292.0,0.0
2.05,698.0,302.0,0.0
2.1,689.0,311.0,0.0
2.15,684.0,316.0,0.0
2.2,676.0,324.0,0.0
2.25,666.0,334.0,0.0
2.3,655.0,345.0,0.0
2.35,648.0,352.0,0.0
2.4,637.0,363.0,0.0
2.45,620.0,380.0,0.0
2.5,613.0,387.0,0.0
2.55,607.0,393.0,0.0
2.6,601.0,399.0,0.0
2.65,590.0,410.0,0.0
2.7,582.0,418.0,0.0
2.75,574.0,426.0,0.0
2.8,565.0,435.0,0.0
2.85,552.0,448.0,0.0
2.9,540.0,460.0,0.0
2.95,529.0,471.0,0.0
3.0,525.0,475.0,0.0
3.05,517.0,483.0,0.0
3.1,510.0,490.0,0.0
3.15,501.0,499.0,0.0
3.2,496.0,504.0,0.0
3.25,493.0,507.0,0.0
3.3,488.0,512.0,0.0
3.35,480.0,520.0,0.0
3.4,474.0,526.0,0.0
3.45,469.0,531.0,0.0
3.5,462.0,538.0,0.0
3.55,452.0,548.0,0.0
3.6,445.0,555.0,0.0
3.65,436.0,564.0,0.0
3.7,427.0,573.0,0.0
3.75,419.0,581.0,0.0
3.8,409.0,591.0,0.0
3.85,399.0,601.0,0.0
3.9,394.0,606.0,0.0
3.95,390.0,610.0,0.0
4.0,389.0,611.0,0.0
4.05,377.0,623.0,0.0
4.1,375.0,625.0,0.0
4.15,372.0,628.0,0.0
4.2,360.0,640.0,0.0
4.25,358.0,642.0,0.0
4.3,351.0,649.0,0.0
4.35,348.0,652.0,0.0
4.4,344.0,656.0,0.0
4.45,339.0,661.0,0.0
4.5,334.0,666.0,0.0
4.55,328.0,672.0,0.0
4.6,325.0,675.0,0.0
4.65,315.0,685.0,0.0
4.7,313.0,687.0,0.0
4.75,311.0,689.0,0.0
