time,Infected,Recovered,Susceptible
0.0,1.0,0.0,999.0
0.05,1.0,0.0,999.0
0.1,1.0,0.0,999.0
0.15,1.0,0.0,999.0
0.2,1.0,0.0,999.0
0.25,1.0,0.0,999.0
0.3,2.0,0.0,998.0
0.35,6.0,1.0,993.0
0.4,6.0,1.0,993.0
0.45,10.0,2.0,988.0
0.5,19.0,2.0,979.0
0.55,26.0,2.0,972.0
0.6,33.0,4.0,963.0
0.65,45.0,4.0,951.0
0.7,58.0,5.0,937.0
0.75,94.0,6.0,900.0
0.8,135.0,8.0,857.0
0.85,198.0,10.0,792.0
0.9,286.0,13.0,701.0
0.95,366.0,19.0,615.0
1.0,459.0,24.0,517.0
1.05,552.0,35.0,413.0
1.1,643.0,45.0,312.0
1.15,712.0,54.0,234.0
1.2,759.0,66.0,175.0
1.25,795.0,74.0,131.0
1.3,822.0,86.0,92.0
1.35,840.0,91.0,69.0
1.4,841.0,108.0,51.0
1.45,840.0,121.0,39.0
1.5,841.0,135.0,24.0
1.55,839.0,145.0,16.0
1.6,836.0,154.0,10.0
1.65,830.0,163.0,7.0
1.7,819.0,177.0,4.0
1.75,801.0,197.0,2.0
1.8,793.0,206.0,1.0
1.85,778.0,222.0,0.0
1.9,770.0,230.0,0.0
1.95,759.0,241.0,0.0
2.0,746.0,254.0,0.0
2.05,741.0,259.0,0.0
2.1,733.0,267.0,0.0
2.15,723.0,277.0,0.0
2.2,714.0,286.0,0.0
2.25,707.0,293.0,0.0
2.3,695.0,305.0,0.0
2.35,683.0,317.0,0.0
2.4,673.0,327.0,0.0
2.45,670.0,330.0,0.0
2.5,663.0,337.0,0.0
2.55,654.0,346.0,0.0
2.6,648.0,352.0,0.0
2.65,641.0,359.0,0.0
2.7,634.0,366.0,0.0
2.75,625.0,375.0,0.0
2.8,609.0,391.0,0.0
2.85,596.0,404.0,0.0
2.9,586.0,414.0,0.0
2.95,578.0,422.0,0.0
3.0,571.0,429.0,0.0
3.05,566.0,434.0,0.0
3.1,558.0,442.0,0.0
3.15,548.0,452.0,0.0
3.2,539.0,461.0,0.0
3.25,535.0,465.0,0.0
3.3,529.0,471.0,0.0
3.35,518.0,482.0,0.0
3.4,512.0,488.0,0.0
3.45,510.0,490.0,0.0
3.5,503.0,497.0,0.0
3.55,497.0,503.0,0.0
3.6,487.0,513.0,0.0
3.65,482.0,518.0,0.0
3.7,476.0,524.0,0.0
3.75,471.0,529.0,0.0
3.8,462.0,538.0,0.0
3.85,456.0,544.0,0.0
3.9,448.0,552.0,0.0
3.95,439.0,561.0,0.0
4.0,433.0,567.0,0.0
4.05,430.0,570.0,0.0
4.1,421.0,579.0,0.0
4.15,418.0,582.0,0.0
4.2,406.0,594.0,0.0
4.25,400.0,600.0,0.0
4.3,394.0,606.0,0.0
4.35,392.0,608.0,0.0
4.4,386.0,614.0,0.0
4.45,379.0,621.0,0.0
4.5,372.0,628.0,0.0
4.55,369.0,631.0,0.0
4.6,363.0,637.0,0.0
4.65,358.0,642.0,0.0
4.7,354.0,646.0,0.0
4.75,344.0,656.0,0.0
4.8,338.0,662.0,0.0
4.85,332.0,668.0,0.0
4.9,327.0,673.0,0.0
4.95,323.0,677.0,0.0
5.0,321.0,679.0,0.0
5.05,317.0,683.0,0.0
5.1,314.0,686.0,0.0
5.15,310.0,690.0,0.0
5.2,303.0,697.0,0.0
5.25,299.0,701.0,0.0
5.3,294.0,706.0,0.0
5.35,289.0,711.0,0.0
5.4,281.0,719.0,0.0
5.45,274.0,726.0,0.0
5.5,267.0,733.0,0.0
5.55,261.0,739.0,0.0
5.6,253.0,747.0,0.0
5.65,248.0,752.0,0.0
5.7,245.0,755.0,0.0
5.75,242.0,758.0,0.0
5.8,238.0,762.0,0.0
5.85,230.0,770.0,0.0
5.9,229.0,771.0,0.0
5.95,226.0,774.0,0.0
6.0,222.0,778.0,0.0
6.05,221.0,779.0,0.0
6.1,217.0,783.0,0.0
6.15,213.0,787.0,0.0
6.2,212.0,788.0,0.0
6.25,210.0,790.0,0.0
6.3,209.0,791.0,0.0
6.35,208.0,792.0,0.0
6.4,202.0,798.0,0.0
6.45,198.0,802.0,0.0
6.5,196.0,804.0,0.0
6.55,193.0,807.0,0.0
6.6,190.0,810.0,0.0
6.65,185.0,815.0,0.0
6.7,182.0,818.0,0.0
6.75,179.0,821.0,0.0
6.8,179.0,821.0,0.0
6.85,177.0,823.0,0.0
6.9,176.0,824.0,0.0
6.95,175.0,825.0,0.0
7.0,173.0,827.0,0.0
7.05,169.0,831.0,0.0
7.1,168.0,832.0,0.0
7.15,167.0,833.0,0.0
7.2,165.0,835.0,0.0
7.25,164.0,836.0,0.0
7.3,162.0,838.0,0.0
7.35,160.0,840.0,0.0
7.4,159.0,841.0,0.0
7.45,157.0,843.0,0.0
7.5,157.0,843.0,0.0
7.55,153.0,847.0,0.0
7.6,149.0,851.0,0.0
7.65,146.0,854.0,0.0
7.7,144.0,856.0,0.0
7.75,140.0,860.0,0.0
7.8,140.0,860.0,0.0
7.85,138.0,862.0,0.0
7.9,137.0,863.0,0.0
7.95,137.0,863.0,0.0
8.0,134.0,866.0,0.0
8.05,131.0,869.0,0.0
8.1,131.0,869.0,0.0
8.15,127.0,873.0,0.0
8.2,127.0,873.0,0.0
8.25,123.0,877.0,0.0
8.3,122.0,878.0,0.0
8.35,122.0,878.0,0.0
8.4,122.0,878.0,0.0
8.45,120.0,880.0,0.0
8.5,119.0,881.0,0.0
8.55,119.0,881.0,0.0
8.6,118.0,882.0,0.0
8.65,113.0,887.0,0.0
8.7,111.0,889.0,0.0
8.75,107.0,893.0,0.0
8.8,106.0,894.0,0.0
8.85,103.0,897.0,0.0
8.9,102.0,898.0,0.0
8.95,101.0,899.0,0.0
9.0,99.0,901.0,0.0
9.05,98.0,902.0,0.0
9.1,98.0,902.0,0.0
9.15,97.0,903.0,0.0
9.2,97.0,903.0,0.0
9.25,95.0,905.0,0.0
9.3,93.0,907.0,0.0
9.35,91.0,909.0,0.0
9.4,91.0,909.0,0.0
9.45,90.0,910.0,0.0
9.5,89.0,911.0,0.0
9.55,89.0,911.0,0.0
9.6,87.0,913.0,0.0
9.65,85.0,915.0,0.0
9.7,83.0,917.0,0.0
9.75,83.0,917.0,0.0
9.8,82.0,918.0,0.0
9.85,80.0,920.0,0.0
9.9,80.0,920.0,0.0
9.95,77.0,923.0,0.0
10.0,77.0,923.0,0.0
10.05,76.0,924.0,0.0
10.1,72.0,928.0,0.0
10.15,69.0,931.0,0.0
10.2,69.0,931.0,0.0
10.25,68.0,932.0,0.0
10.3,67.0,933.0,0.0
10.35,67.0,933.0,0.0
10.4,67.0,933.0,0.0
10.45,65.0,935.0,0.0
10.5,64.0,936.0,0.0
10.55,64.0,936.0,0.0
10.6,64.0,936.0,0.0
10.65,64.0,936.0,0.0
10.7,61.0,939.0,0.0
10.75,61.0,939.0,0.0
10.8,61.0,939.0,0.0
10.85,60.0,940.0,0.0
10.9,60.0,940.0,0.0
10.95,60.0,940.0,0.0
11.0,59.0,941.0,0.0
11.05,56.0,944.0,0.0
11.1,53.0,947.0,0.0
11.15,53.0,947.0,0.0
11.2,53.0,947.0,0.0
11.25,53.0,947.0,0.0
11.3,53.0,947.0,0.0
11.35,52.0,948.0,0.0
11.4,52.0,948.0,0.0
11.45,50.0,950.0,0.0
11.5,50.0,950.0,0.0
11.55,50.0,950.0,0.0
11.6,50.0,950.0,0.0
11.65,49.0,951.0,0.0
11.7,48.0,952.0,0.0
11.75,47.0,953.0,0.0
11.8,46.0,954.0,0.0
11.85,46.0,954.0,0.0
11.9,45.0,955.0,0.0
11.95,44.0,956.0,0.0
12.0,43.0,957.0,0.0
12.05,43.0,957.0,0.0
12.1,43.0,957.0,0.0
12.15,40.0,960.0,0.0
12.2,40.0,960.0,0.0
12.25,40.0,960.0,0.0
12.3,40.0,960.0,0.0
12.35,38.0,962.0,0.0
12.4,38.0,962.0,0.0
12.45,37.0,963.0,0.0
12.5,35.0,965.0,0.0
12.55,35.0,965.0,0.0
12.6,35.0,965.0,0.0
12.65,35.0,965.0,0.0
12.7,34.0,966.0,0.0
12.75,33.0,967.0,0.0
12.8,32.0,968.0,0.0
12.85,32.0,968.0,0.0
12.9,32.0,968.0,0.0
12.95,32.0,968.0,0.0
13.0,32.0,968.0,0.0
13.05,32.0,968.0,0.0
13.1,31.0,969.0,0.0
13.15,31.0,969.0,0.0
13.2,31.0,969.0,0.0
13.25,31.0,969.0,0.0
13.3,29.0,971.0,0.0
13.35,29.0,971.0,0.0
13.4,28.0,972.0,0.0
13.45,27.0,973.0,0.0
13.5,27.0,973.0,0.0
13.55,25.0,975.0,0.0
13.6,24.0,976.0,0.0
13.65,22.0,978.0,0.0
13.7,22.0,978.0,0.0
13.75,22.0,978.0,0.0
13.8,22.0,978.0,0.0
13.85,21.0,979.0,0.0
13.9,21.0,979.0,0.0
13.95,21.0,979.0,0.0
14.0,21.0,979.0,0.0
14.05,21.0,979.0,0.0
14.1,21.0,979.0,0.0
14.15,21.0,979.0,0.0
14.2,20.0,980.0,0.0
14.25,19.0,981.0,0.0
14.3,19.0,981.0,0.0
14.35,18.0,982.0,0.0
14.4,18.0,982.0,0.0
14.45,18.0,982.0,0.0
14.5,18.0,982.0,0.0
14.55,18.0,982.0,0.0
14.6,18.0,982.0,0.0
14.65,18.0,982.0,0.0
14.7,18.0,982.0,0.0
14.75,18.0,982.0,0.0
14.8,18.0,982.0,0.0
14.85,18.0,982.0,0.0
14.9,17.0,983.0,0.0
14.95,16.0,984.0,0.0
15.0,16.0,984.0,0.0
15.05,14.0,986.0,0.0
15.1,13.0,987.0,0.0
15.15,13.0,987.0,0.0
15.2,13.0,987.0,0.0
15.25,13.0,987.0,0.0
15.3,13.0,987.0,0.0
15.35,13.0,987.0,0.0
15.4,13.0,987.0,0.0
15.45,13.0,987.0,0.0
15.5,13.0,987.0,0.0
15.55,13.0,987.0,0.0
15.6,13.0,987.0,0.0
15.65,13.0,987.0,0.0
15.7,13.0,987.0,0.0
15.75,13.0,987.0,0.0
15.8,13.0,987.0,0.0
15.85,13.0,987.0,0.0
15.9,13.0,987.0,0.0
15.95,13.0,987.0,0.0
16.0,12.0,988.0,0.0
16.05,12.0,988.0,0.0
16.1,10.0,990.0,0.0
16.15,10.0,990.0,0.0
16.2,10.0,990.0,0.0
16.25,10.0,990.0,0.0
16.3,9.0,991.0,0.0
16.35,9.0,991.0,0.0
16.4,9.0,991.0,0.0
16.45,8.0,992.0,0.0
16.5,8.0,992.0,0.0
16.55,8.0,992.0,0.0
16.6,8.0,992.0,0.0
16.65,8.0,992.0,0.0
16.7,8.0,992.0,0.0
16.75,8.0,992.0,0.0
16.8,8.0,992.0,0.0
16.85,8.0,992.0,0.0
16.9,8.0,992.0,0.0
16.95,8.0,992.0,0.0
17.0,8.0,992.0,0.0
17.05,8.0,992.0,0.0
17.1,8.0,992.0,0.0
17.15,7.0,993.0,0.0
17.2,7.0,993.0,0.0
17.25,7.0,993.0,0.0
17.3,7.0,993.0,0.0
17.35,7.0,993.0,0.0
17.4,7.0,993.0,0.0
17.45,7.0,993.0,0.0
17.5,6.0,994.0,0.0
17.55,6.0,994.0,0.0
17.6,6.0,994.0,0.0
17.65,6.0,994.0,0.0
17.7,6.0,994.0,0.0
17.75,6.0,994.0,0.0
17.8,6.0,994.0,0.0
17.85,6.0,994.0,0.0
17.9,5.0,995.0,0.0
17.95,5.0,995.0,0.0
18.0,5.0,995.0,0.0
18.05,5.0,995.0,0.0
18.1,5.0,995.0,0.0
18.15,4.0,996.0,0.0
18.2,4.0,996.0,0.0
18.25,4.0,996.0,0.0
18.3,4.0,996.0,0.0
18.35,4.0,996.0,0.0
18.4,4.0,996.0,0.0
18.45,4.0,996.0,0.0
18.5,4.0,996.0,0.0
18.55,4.0,996.0,0.0
18.6,4.0,996.0,0.0
18.65,4.0,996.0,0.0
18.7,4.0,996.0,0.0
18.75,4.0,996.0,0.0
18.8,4.0,996.0,0.0
18.85,4.0,996.0,0.0
18.9,4.0,996.0,0.0
18.95,4.0,996.0,0.0
19.0,4.0,996.0,0.0
19.05,4.0,996.0,0.0
19.1,4.0,996.0,0.0
19.15,4.0,996.0,0.0
19.2,4.0,996.0,0.0
19.25,4.0,996.0,0.0
19.3,4.0,996.0,0.0
19.35,4.0,996.0,0.0
19.4,4.0,996.0,0.0
19.45,4.0,996.0,0.0
19.5,4.0,996.0,0.0
19.55,4.0,996.0,0.0
19.6,4.0,996.0,0.0
19.65,4.0,996.0,0.0
19.7,4.0,996.0,0.0
19.75,4.0,996.0,0.0
19.8,4.0,996.0,0.0
19.85,4.0,996.0,0.0
19.9,4.0,996.0,0.0
19.95,4.0,996.0,0.0
20.0,4.0,996.0,0.0
