beta,gamma,Infected,Recovered,Susceptible
0.004,0.1,155705279.55531293,271903526.9856235,307675767.9345023
0.004,0.1285714285714286,5416272.833894962,14086177.659044575,175034150.20861366
0.004,0.15714285714285714,3543296.2826922974,23107201.781574775,183500380.84293073
0.004,0.18571428571428572,145354669.5173394,554936810.4259281,566146514.5171965
0.004,0.2142857142857143,2463130.3872672794,24061896.46331645,114643989.14518741
0.004,0.24285714285714288,217061363.64533916,1055619763.6211798,587546750.4083045
0.004,0.27142857142857146,345144557.4175336,1869131043.9420555,854313103.8886962
0.004,0.30000000000000004,245948008.9330197,1604568243.3596165,861570173.439181
0.004,0.3285714285714286,82965826.08174211,569798776.2490357,295204893.1713842
0.004,0.3571428571428572,72865757.57273318,640563878.5079788,402510074.6470064
0.004,0.3857142857142858,64133303.12549677,674623135.8780196,469185935.76201546
0.004,0.41428571428571437,104374227.4598563,1161379291.43465,654498284.5563821
0.004,0.44285714285714284,50060196.416390374,627428952.132341,411715156.5974724
0.004,0.4714285714285714,113627250.92850316,1439178435.3198094,715535469.2272123
0.004,0.5,124866166.2601906,1817306477.9093537,927825315.6913154
0.004642857142857143,0.1,6459424.181717824,10488922.775130972,59599358.581624135
0.004642857142857143,0.1285714285714286,5015016.979904527,7423255.4990681885,73429190.48525797
0.004642857142857143,0.15714285714285714,304357024.84983295,837959932.1760412,571796891.2786232
0.004642857142857143,0.18571428571428572,1935982.511546082,19408882.038492464,125708433.71076396
0.004642857142857143,0.2142857142857143,4634643.343982078,40968415.80236991,165191748.24435502
0.004642857142857143,0.24285714285714288,124081166.7705503,526064035.8614343,303347539.6793393
0.004642857142857143,0.27142857142857146,3243969.00503082,38049279.45489974,115314659.34697577
0.004642857142857143,0.30000000000000004,97842778.8699157,566226797.4839246,332613470.4405544
0.004642857142857143,0.3285714285714286,86234423.32541552,568817558.9810121,345539929.63093376
0.004642857142857143,0.3571428571428572,142415232.03801888,1051311154.9908968,575959059.1663932
0.004642857142857143,0.3857142857142858,222283071.94338614,1715679958.7754629,800781867.1030362
0.004642857142857143,0.41428571428571437,111710273.68784496,1002113688.6811607,533087686.35514736
0.004642857142857143,0.44285714285714284,52669013.985223934,594461347.4997118,410940174.8442614
0.004642857142857143,0.4714285714285714,46977536.26644239,591393562.9651756,408923948.33833086
0.004642857142857143,0.5,1798066.749263746,52748278.19868851,85418849.83891809
0.005285714285714286,0.1,4419164.9614576725,7107897.8402977465,50503199.57383886
0.005285714285714286,0.1285714285714286,3994322.0218685083,5992345.137940535,59409024.88238858
0.005285714285714286,0.15714285714285714,315584801.1218989,767089784.2206709,406866418.73054314
0.005285714285714286,0.18571428571428572,2291977.4658437064,13639481.539856043,67754780.35077816
0.005285714285714286,0.2142857142857143,4072019.6909585237,32628164.860114645,122992589.40464354
0.005285714285714286,0.24285714285714288,242587499.2353266,874634760.577995,347828295.3146988
0.005285714285714286,0.27142857142857146,115129156.94472125,450666015.36541736,177434203.99152482
0.005285714285714286,0.30000000000000004,2423631.4789199885,33306989.815842055,93052454.28822632
